id,title,rating,description,Independent Movies,Anime Features,TV Dramas,Stand-Up Comedy,Romantic Movies,Anime Series,Action & Adventure,Movies,International Movies,Stand-Up Comedy & Talk Shows,Sports Movies,LGBTQ Movies,TV Horror,TV Thrillers,Reality TV,Sci-Fi & Fantasy,Crime TV Shows,Docuseries,TV Mysteries,British TV Shows,Dramas,Kids' TV,Korean TV Shows,Romantic TV Shows,TV Comedies,Teen TV Shows,Cult Movies,Science & Nature TV,Documentaries,Music & Musicals,Thrillers,TV Sci-Fi & Fantasy,International TV Shows,TV Shows,TV Action & Adventure,Horror Movies,Spanish-Language TV Shows,Faith & Spirituality,Classic & Cult TV,Comedies,Classic Movies,Children & Family Movies
s5425,Rory Scovel Tries Stand-Up for the First Time,TV-MA,comedian rori scovel storm stage atlanta share unfocus thought thing mystifi relationship thong song,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5426,Aquarius,TV-MA,amid turmoil 1960 la two cop promin polit famili drawn sex drugfuel web young charl manson,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5427,Counterpunch,TV-MA,box popular wane three fighter differ stage career make sacrific pursu dream becom champion,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s5428,What the Health,TV-PG,film examin link diet diseas billion dollar stake healthcar pharmaceut food industri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s5429,World of Winx,TV-Y7,realiti show wow engag winx mission start undercov worldli journey order make talent kid dream come true,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5430,Kanavu Variyam,TV-PG,despit doubt fellow villag think he crazi ambiti dropout commit solv persist local electr crisi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s5431,Marco Luque: Tamo Junto,TV-MA,eclect charact comedian marco luqu play standup special relationship region differ love movi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5432,The Russian Revolution,TV-PG,start 1881 film describ person battl royal romanov lenin ulyanov famili led russian revolut,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s5433,"Oh, Hello On Broadway",TV-MA,two delusion geriatr reveal curiou past share love tuna welcom surpris guest film popular broadway comedi show,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5434,28 Moons,TV-PG,fiancé act strang upon receiv mysteri invit florist set find truth behind tini scrap paper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
s5435,Magic Phone,TV-PG,ordinari guy cross path 15 year later childhood sweetheart actress magic cellphon allow protector,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
s5436,Man to Man,TV-14,disguis bodyguard special agent must complet nation secret task pander whim illtemp world star,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
s5437,My Little Baby,TV-PG,top detect violent crime unit becom sole guardian 6monthold niec sister husband pass away unexpectedli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
s5438,Singles Villa,TV-14,luxuri condominium complex draconian rule forbid romanc two resid fall love dare start secret relationship,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
s5439,Under the Black Moonlight,TV-14,colleg art club welcom new member secret abil smell death warn one leav boyfriend els,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
s5440,My Only Love Song,TV-MA,thing dont go way shoot new show top actress run away old van guid timetravel journey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
s5441,Shimmer Lake,TV-MA,unfold revers time darkli comic crime thriller follow local sheriff hunt three bank robberi suspect one brother,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s5442,The Wishing Tree,TV-14,five children live edg forest band togeth save magic wish tree destruct find path happi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
s5443,Headshot,TV-MA,young man wake coma memori brutal violenc begin surfac put life doctor jeopardi,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5444,1898: Our Last Men in the Philippines,R,spain relinquish last coloni battlefatigu outpost engag long brutal sometim bizarr clash filipino insurg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5445,Crashing,TV-MA,exchang low rent hodgepodg group 20someth tenant set resid properti guard disus hospit hilar ensu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
s5446,Flaked,TV-MA,funki california beach enclav chip goto guy person insight isnt quit enlighten come baggag,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5447,Lucid Dream,TV-MA,search abduct son three year devast father attempt track miss child lucid dream,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s5448,Aashik Awara,TV-14,rais kindli thief orphan jimmi goe run goon fall love jyoti whose father indirectli caus parent death,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s5449,Amelia: A Tale of Two Sisters,TV-PG,eight decad disappear amelia earhart incred accomplish still celebr thank larg part sister muriel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s5450,Catfight,TV-MA,two colleg frenemi whose live arent hope meet decad later escal resent verbal jab bloodi brawl,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s5451,How to Stage a Coup,TV-14,explor caesar napoleon mussolini hitler modernday dictat consolid consider power bold brazen coup,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s5452,Jackie: A Tale of Two Sisters,TV-PG,rachael stirl narrat multifacet portrait former first ladi jacquelin kennedi onassi younger sister lee radziwil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s5453,Lens,TV-MA,addict webcam voyeur marri man get bargain onlin stranger tri forc watch suicid,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5454,Little Boxes,TV-MA,move new york citi small town washington state interraci coupl preteen son struggl adjust new life,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s5455,Love.com,TV-MA,fashion blogger fall video game vlogger romanc goe viral separ virtual life realiti get complic,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s5456,Maya Memsaab,TV-14,beauti wealthi woman insati appetit romanc lead tragedi polic investig,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s5457,Michael Lost and Found,TV-PG,benji nycum travel wyom visit exlov michael glatz former gay activist live wife work church pastor,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s5458,Mind Game,TV-14,help cop psychologist woman foretel futur brilliant paraleg work solv array perplex mysteri,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
s5459,Miniforce,TV-Y7,four anim superhero call miniforc transform robot protect small defenseless creatur hand scheme villain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5460,Off Camera,TV-MA,photograph writer director sam jone set famou guest eas freewheel insight celebr interview without agenda,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5461,Oh Darling Yeh Hai India,TV-14,penniless actor new mumbai beauti woman meet one fate night tri stop gangster replac india presid twin,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s5462,Prince,TV-PG,better spoil princ temporarili assum common ident soon learn palac gift father new wife,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5463,Qila,TV-14,abus landown murder twin brother set find killer quickli discov everyon seem want dead,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5464,Smoke & Mirrors,TV-14,betray spanish govern serv former secret agent plot steal million dollar embezzl corrupt public offici,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s5465,The Day Will Come,TV-14,1967 two brother copenhagen denmark wind orphanag headmast cruel tyranni slowli provok kid push back,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
s5466,The Dream Job,TV-14,mysteri wealthi man offer three peopl lucr unusu job may good true live high life children heir,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
s5467,The Mitfords: A Tale of Two Sisters,TV-PG,jessica diana sister separ year age polit ideolog couldnt farther apart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s5468,Without Gorky,TV-14,filmmak train camera famili examin impact grandfath troubl artist arshil gorki three gener,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s5469,Sarah Silverman A Speck of Dust,TV-MA,first comedi special posthealth scare sarah silverman share mix fun fact sad truth yeahshejustwentther moment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5470,Rangoon,TV-14,world war ii daredevil star miss julia entertain soldier indoburma border she caught web love deceit,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5471,Bloodline,TV-MA,black sheep son respect famili threaten expos dark secret past sibl loyalti put test,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5472,Joshua: Teenager vs. Superpower,TV-14,mobil teenag activist joshua wong young citizen hong kong take street bid preserv histori autonomi china,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s5473,Raees,TV-14,street smart kid raee rise becom gujarat bootleg king 1980 tri balanc life crime help peopl,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5474,War Machine,TV-MA,proud gener task win unpopular war take challeng headon know hubri may worst enemi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s5475,Arès,TV-MA,futurist franc tri keep peopl despair rebellion crippl poverti engag violent tv competit show,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5476,Hasan Minhaj: Homecoming King,TV-MA,comic hasan minhaj daili show share person stori racism immigr parent prom night horror standup special,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5477,BLAME!,TV-14,insid vast selfrepl citi bent elimin life mysteri loner killi emerg guid remnant human desper surviv,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5478,Highland: Thailand's Marijuana Awakening,TV-MA,thailand complic histori marijuana continu play role polici law well health secur citizen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
s5479,Laerte-se,TV-MA,live man nearli 60 year laert coutinho one brazil brilliant cartoonist introduc world woman,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s5480,The Keepers,TV-MA,docuseri examin decadesold murder sister catherin cesnik suspect link priest accus abus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5481,Tracy Morgan: Staying Alive,TV-MA,first special sinc seriou car accid traci morgan crack joke life coma second marriag famili dark side,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5482,Chamatkar,TV-14,villag schoolteach ghost murder man betray closest join forc help,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s5483,Kabhi Haan Kabhi Naa,TV-14,dreamer fall girl love someon els tri creat rift man love,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s5484,Lovesong,TV-MA,best friend sarah mindi share unexpect moment road trip year later two struggl reconnect wed,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5485,Natascha Kampusch: The Whole Story,TV-14,viennes child kidnap held captiv basement escap eight year reveal headlinemak stori surviv,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5486,Ram Jaane,TV-14,two boyhood pal one righteou crimin take differ path adulthood love woman may prove disastr,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s5487,The Devil's Mistress,TV-MA,dawn world war ii ambiti actress pursu dream berlin plan derail becom joseph goebbel mistress,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5488,Wild Oats,PG-13,insur accident pay million retir teacher eva pal maddi head canari island adventur live,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s5489,All Hail King Julien: Exiled,TV-Y7,julien dethron loyal friend unlik alli propel lovabl lemur color journey take back kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
s5490,Get Me Roger Stone,TV-MA,examin rise fall rebirth polit oper roger stone who influenti member team trump decad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s5491,Mindhorn,TV-MA,twist killer tell polic hell speak fiction 1980 tv detect washedup actor play take gig,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s5492,Sahara,TV-Y7,new love captur evil snake charmer young cobra scorpion best friend set across desert wild rescu mission,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
s5493,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",TV-MA,new standup special norm macdonald deliv sli deadpan observ older perhap even wiser point view,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5494,Handsome: A Netflix Mystery Movie,TV-MA,homicid detect gene handsom set solv woman murder search clue what miss person life,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s5495,Kazoops!,TV-Y,music meet imagin invent anim seri think outsid box fun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5496,Simplemente Manu NNa,TV-MA,eclect standup comic manu nna relay everyday tale struggl gay mexico share love telenovela mezcal,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5497,The Mars Generation,TV-PG,selfprofess teenag space nerd space camp chase dream travel mar expert reflect nasa histori futur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
s5498,Maria Bamford: Old Baby,TV-MA,maria bamford perform rapidfir play standup set crowd park bench bowl alley la theater rove comedi special,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5499,A Yellow Bird,TV-MA,singapor homeless exconvict hope reunit famili form bond chines sex worker serv bodyguard,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5500,Chaahat,TV-14,vulner singer forc choos girl love anoth develop unhealthi obsess,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5501,English Babu Desi Mem,TV-14,brother die wealthi vikram reluctantli return india form surpris bond orphan nephew showgirl rais,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s5502,He Even Has Your Eyes,TV-MA,frenchafrican coupl paul sali discov longedfor babi adopt white famili chao confront ensu,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s5503,In the Shadow of Iris,TV-MA,sudden disappear wealthi banker wife crack open dizzi world secret fetish desper act elabor decept,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s5504,JFK: The Making of a President,TV-PG,explor john f kennedi worldview influenc younger year endur poor health famili tragedi demand father,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s5505,Kiss & Cry,TV-MA,face rare form throat cancer teen figur skater carley allison find strength sing onlin audienc biopic,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5506,Loev,TV-MA,live upend hike trip lead wall street hotshot explor true feel old pal who disench boyfriend,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5507,Mostly Sunny,TV-MA,explor unconvent career sunni leon transit adult film star bollywood actress realiti tv star,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s5508,The Next Skin,TV-MA,withdrawn longmiss teenag reappear chilli alpin town heartbroken famili begin wonder he actual say,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5509,Casting JonBenet,TV-14,local actor jonbenet ramsey hometown offer multipl perspect 1996 murder vie play role dramat case,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s5510,Jumping Girl,TV-14,sangah would anyth shield pop star ahshin rabid fan act protect gone wrong look like she crazi one,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
s5511,President,TV-14,ambiti talent politician embark intens journey toward win presid juggl complic famili affair,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
s5512,Rodney King,TV-MA,roger guenveur smith give voic man center brutal polic beat help fuel 1992 la riot spike lee direct,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5513,Small Crimes,TV-MA,serv sixyear prison sentenc excop tri rebuild life hometown get caught fallout past,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s5514,What in the World Happened?,TV-14,happi secret romanc 40yearold woman 25yearold man complic greet card grant wish young,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
s5515,Mar de Plástico,TV-MA,town southern spain racial tension run high among worker mani greenhous cop investig murder young woman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
s5516,Dear Zindagi,TV-14,young cinematograph bright profession futur lack empathi learn import balanc ambit human,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s5517,Shepherds and Butchers,R,young prison guard commit murder south africa ardent lawyer aim prove psycholog unbalanc role execut,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5518,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,TV-MA,need money eccentr exspi younger octogenarian partner embark intern quest valuabl soviet soda formula,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s5519,Vir Das: Abroad Understanding,TV-MA,comedian vir da tackl nation global good food bad polit two cleverli crosscut perform new york new delhi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5520,Fangbone,TV-Y7,magic transport faroff skullbania young barbarian team odd thirdgrad protect homeland evil sorcer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5521,Girlboss,TV-MA,rebelli broke sophia stumbl creat onlin busi learn boss comedi inspir bestsel memoir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5522,Hot Girls Wanted: Turned On,TV-MA,person stori reveal intersect sex technolog intim relationship rewir us fundament way,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5523,Sand Castle,TV-MA,invas iraq 2003 reluct soldier platoon dispatch danger mission repair hostil villag water system,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5524,The Mr. Peabody and Sherman Show,TV-Y7,mr peabodi sherman host zani latenight comedi show swanki penthous timetravel histor figur live audienc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
