id,title,rating,description,Children & Family Movies,Reality TV,TV Mysteries,Romantic Movies,Stand-Up Comedy & Talk Shows,TV Dramas,Movies,Anime Features,TV Shows,Thrillers,Teen TV Shows,TV Thrillers,TV Sci-Fi & Fantasy,Horror Movies,Sports Movies,Classic Movies,Faith & Spirituality,Stand-Up Comedy,Classic & Cult TV,Dramas,Anime Series,International Movies,TV Horror,TV Comedies,Romantic TV Shows,Korean TV Shows,Science & Nature TV,Kids' TV,Documentaries,International TV Shows,Music & Musicals,Crime TV Shows,Cult Movies,Docuseries,Comedies,Sci-Fi & Fantasy,British TV Shows,Spanish-Language TV Shows,Action & Adventure,Independent Movies,LGBTQ Movies,TV Action & Adventure
s2359,Lost Bullet,TV-MA,face murder charg geniu mechan crimin past must track miss car contain proof innoc singl bullet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
s5830,Popples,TV-Y,ador best poppl pal love help friend neighbor everi time seem backfir hilari way,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s602,The Karate Kid,PG,bulli teen befriend unassum martial art master hell learn life lesson right move beat back merciless rival,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
s515,Cuckoo,TV-MA,rachel shock proper british parent marri american hippi first seri surpris famili,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
s3384,Echo in the Canyon,PG-13,affection documentari look back mid1960 hollywood laurel canyon creativ nexu young innov musician,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
s577,Mary Magdalene,R,woman heal power abandon villag life becom devout discipl jesu founder christian,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1725,Bakugan: Battle Planet,TV-PG,dan kouzo pal bond mysteri creatur known bakugan fight sinist forc control world,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s4418,The Holiday Calendar,TV-G,talent photograph stuck deadend job inherit antiqu advent calendar may predict futur point toward love,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s3262,Suffragette,PG-13,begin 20th centuri circumst drive young idealist suffragett find radic approach fight male oppress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5509,Casting JonBenet,TV-14,local actor jonbenet ramsey hometown offer multipl perspect 1996 murder vie play role dramat case,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s834,Black Space,TV-MA,rogu detect unorthodox mean lead investig massacr commit unicorn maskwear assassin isra high school,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
s5100,The Frozen Dead,TV-MA,grisli find atop mountain french pyrene lead investig martin servaz twist danc serial killer ici thriller,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
s8161,Teenage Mutant Ninja Turtles: The Movie,PG,exposur strang glow ooz four mutant turtl train ninja sewer fight crime wherev find,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
s7691,P.S. I Love You,PG-13,lose belov husband brain tumor griev widow holli kennedi learn left seri letter behind help cope,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s161,Major Dad,TV-PG,marri journalist becom stepdad daughter us marin find onceorderli life longer entir command,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s6423,Carol,R,1950 glamor marri woman aspir photograph embark passion forbidden romanc forev chang live,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
s6676,El Che,TV-14,spanishmexican writer paco ignacio taibo ii hit road trace footstep ernesto che guevara shed new light revolutionari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s1128,Prank Encounters,TV-MA,monstrou fright meet hilari reveal hiddencamera prank show real peopl becom star fullblown horror movi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s3876,A Home with A View,TV-MA,neighbor block view citi commerci billboard hong kong famili resort drastic imagin measur take,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
s4375,Sabrina,TV-MA,toy manufactur wife terror demon orphan niec tri summon late mother spirit use spooki ritual,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s3759,Jo Koy: Comin' In Hot,TV-MA,comedian jo koy take center stage hawaii share candid take cultur curios filterfre fatherhood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5645,Rampage: President Down,TV-MA,lonewolf vigilant bill williamson back take aim us govern elud pursuit two fbi agent trail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
s3869,Laatu,TV-PG,man hope bring light villag must compet offic electr depart win love life,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
s7189,Khubsoorat,TV-PG,strict matriarch regiment household upend arriv spunki rel challeng rule,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
s7955,Scandal in Sorrento,TV-PG,marshal move back hometown find woman rent properti refus leav soon captur affect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
s4331,Accident,TV-MA,contract killer skill stage lethal accid fear may victim strategi accomplic die mysteri mishap,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s7761,Power Battle Watch Car,TV-Y7,jino watch car bluewil compet battl leagu becom world champion meanwhil dark forc threaten destroy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s4903,Toc Toc,TV-MA,group patient ocd wait flightdelay doctor arriv appoint forc endur other oddbal quirk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
s603,The Karate Kid Part II,PG,daniel martialart mentor mr miyagi visit okinawa battl hostil new nemesi former foe look settl old score,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
s1760,LEGO Ninjago: Masters of Spinjitzu,TV-Y7,kai jay cole zane must master element power spinjitzu weapon protect land ninjago also underworld,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1891,Qurious Como,TV-Y,shrunk size como friend examin wonderfil world around one item time food household good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s7093,Invisible Essence: The Little Prince,TV-PG,artist writer delv heart antoin de saintexupéri timeless fabl captur imagin children adult worldwid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s302,Chennai Express,TV-14,could sad journey turn joy rahul fall love woman en rout submerg grandfath ash,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
s7481,Momo Salon,TV-14,aspir hair stylist open salon turn mailhold hub busi neighbor seiz chanc promot busi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s3707,La Leyenda del Diamante,TV-MA,guntot rebel tri rescu kidnap sister find wide fear desperado curs guardian treasur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
s2197,Redemption,TV-MA,newli releas prison man return girlfriend child subsequ learn danger debt taken late mother,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s7500,Monster High: New Ghoul at School,TV-Y7,insecur new student franki stein struggl fit monster high ultracool ghoul cleo de nile hunki monster deuc rule roost,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1257,Tenacious D in The Pick of Destiny,R,dream rock god midwestern jb head california cross path idler kg give rise music duo tenaci,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
s4267,7 Days Out,TV-PG,wit excit drama behind scene seven day lead major live event world sport fashion space food,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
s4186,Abducted in Plain Sight,TV-14,true crime documentari famili fall prey manipul charm neighbor abduct adolesc daughter twice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s6972,Hinterland,TV-14,forsak london rustic landscap wale polic detect troubl soul find place secret dark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
s2175,My Perfect Landing,TV-G,everyth chang talent young gymnast jenni cortez move famili miami toronto open new gymnast club,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1568,The Panti Sisters,TV-MA,three gay sibl told termin ill father must produc grandchild order inherit share fortun,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
s1838,Grand Army,TV-MA,five student largest public high school brooklyn take chaotic world fight succeed surviv break free seiz futur,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s7448,Merlí,TV-MA,unconvent high school philosophi teacher upset parent staff romanc other inspir pupil includ gay son,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s4604,Sat Shri Akaal England,TV-14,sever fail attempt obtain visa man desper escap punjab pay british woman marri move england,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
s3211,I Lost My Body,TV-MA,romanc mysteri adventur intertwin young man fall love sever hand scour pari owner mesmer anim film,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s7315,Little Lunch: The Nightmare Before Graduation,TV-Y7,mr gonsha student excit end primari school discov classmat might move,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
s5411,Yours Fatefully,TV-14,two lone singl meet blind date slowli get know unawar parent friend may fall love,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s5848,Ali Wong: Baby Cobra,TV-MA,ali wong stand special delv sexual adventur hoard rocki road pregnanc femin terribl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s2462,"Can't Cope, Won't Cope",TV-MA,dublin friend aisl daniel must come term adulthood millenni hijink hangov begin wear,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s204,Kyaa Kool Hain Hum 3,TV-MA,unlik porn actor fall woman outsid industri employ costar standin tradit famili impress father,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
s5193,The Golden Path,TV-MA,singl mother five struggl decad forg success busi empir see famili descend animos betray,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s1235,Nevenka: Breaking the Silence,TV-MA,nevenka fernández plaintiff spain first success lawsuit politician sexual harass break silenc 20 year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
s3524,Tall Girl,TV-PG,year slouch life 6foot1 teen jodi resolv conquer insecur get caught high school love triangl,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
s6601,Devil's Gate,TV-MA,seek miss woman north dakota fbi agent sheriff focu religi zealot husband discov someth far sinist,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
s310,Car Masters: Rust to Riches,TV-PG,color crew gotham garag overhaul eclect collect car truck trade showstopp sell big buck,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s2611,R.K.Nagar,TV-14,thing look chennai man struggl make end meet fall politician daughter get entangl murder case,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
s3348,The King,R,wayward princ hal must turn carous warrior king face hostil insid outsid castl wall battl england,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1130,Secrets of Great British Castles,TV-PG,join historian dan jone journey back time zenith britain icon structur infam inhabit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
s936,Madagascar 3: Europe's Most Wanted,PG,next stop new york get back home alex friend must hitch ride travel european circu evad evil animalcontrol offic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
s6387,Buffalo Boys,TV-MA,two indonesian brother learn way american cowboy return home aveng murder father,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
s3852,Unchained Fate,TV-14,young trio aim protect world evil arm magic crystal allow control time commun spirit,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s5806,The Fierce Wife,TV-MA,beauti housewif xie zhen seem live perfect life find world crumbl learn husband cheat,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s1594,Kings of Jo'Burg,TV-MA,masir brother rule johannesburg crimin underworld supernatur famili curs tangl web betray threaten destroy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
s8362,The Indian in the Cupboard,PG,boy receiv wooden cupboard antiqu key iroquoi warrior figurin birthday figurin come life overnight cabinet,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s3360,Mehandi Circus,TV-MA,earli 1990 love cassett shop owner travel circu perform challeng cast barrier disapprov parent,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1312,Namaste Wahala,TV-14,interraci romanc hit humor heartwrench hiccup coupl parent fight tooth nail relationship,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
s3984,ReMastered: The Miami Showband Massacre,TV-MA,kill three member miami showband sent shock wave across ireland 1975 one survivor doggedli pursu truth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
s1717,Aunty Donna's Big Ol' House of Fun,TV-MA,comedi trio aunti donna showcas uniqu absurd offbeat style array sketch song eclect charact,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s5750,Bleach the Movie: Hell Verse,TV-14,group viciou sinner plot escap etern prison hell discov substitut soul reaper ichigo key freedom sinner launch attack process kidnap ichigo younger sister,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
s2422,Merry Men 2: Another Mission,TV-MA,save kidnap love one pack wealthi men must return vigilant past blackmail pull treacher heist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
s7153,Just Friends,PG-13,year high school onceportli nice guy come home holiday reunit former crush still feel,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
s3201,Tee Shot: Ariya Jutanugarn,TV-14,biopic follow pro golfer ariya jutanugarn journey lpga tour child prodigi numberon rank world,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s4942,Troy,TV-MA,search woman promis aphrodit herdsman pari learn true ident fall helen sparta ignit trojan war,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
s4683,Chicken Soup for the Soul's Being Dad,TV-MA,nine dad around america differ famili structur background job navig joy challeng fatherhood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
s3748,DJ Cinderella,TV-PG,fierc independ disillus love teen dj determin chart path till pop heartthrob fall awesom mix,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
s899,Dear Affy,TV-14,engag coupl hit number speed bump road matrimoni includ major career complic question fidel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
s5901,Wet Hot American Summer,TV-MA,first day camp outrag prequel hilari 2001 cult classic movi camp firewood anyth happen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s3425,"Martin Matte: La vie, la mort...eh la la..!",TV-14,quebecoi comedi star martin matt serv embarrass person stori solut social media troll unpredict special,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s4286,Lilli,TV-MA,woman who give birth find matern instinct kick she abduct imprison brutal viciou gang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s8191,The Angry Birds Movie 2,PG,enemi turn frenemi pig call truce bird unit formid new foe that threaten home,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
s5328,Million Yen Women,TV-MA,five beauti mysteri women move unsuccess novelist shin manag odd household exchang tidi monthli sum,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
s8311,The Forgotten,TV-MA,teenag goe live father abandon public hous hear strang nois decid investig new friend,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1516,Guest House,R,downsid young coupl new dream home fresh start nightmar raucou houseguest back refus leav,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
s1641,Over Christmas,TV-MA,downandout musician bastian battl blue return home christma encount seri notsocheeri surpris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s6011,3 Seconds Divorce,TV-PG,muslim women activist group india protest oral divorc start movement reclaim religi constitut right,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s7252,LA 92,R,previous unseen footag shape fresh time retel 1992 rodney king trial verdict spark civil unrest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
s8361,The Incredibles 2,PG,elastigirl get recruit highprofil crimefight mission mr incred take toughest assign ever fulltim parent,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
s120,Here and There,TV-MA,meet heat exchang social media two peopl differ background begin onlin romanc midst pandem,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s4042,The Love Affair,TV-MA,feel betray romant partner infidel adriann vinc struggl forgiv find comfort,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s3010,A Fall from Grace,TV-MA,gentl lawabid grace confess kill new husband skeptic young lawyer set uncov truth film tyler perri,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s8167,Terminator 3: Rise of the Machines,R,ten year john connor save earth judgment day encount tx robot assassin order finish t1000 start,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
s7134,Jis Desh Men Ganga Behti Hai,TV-14,fall band outlaw holi pilgrimag countri boy tri chang violent way ahead showdown author,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
s2778,Unorthodox,TV-MA,hasid jewish woman brooklyn flee berlin arrang marriag taken group musician past come call,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s5311,The Distinguished Citizen,TV-MA,worri he lost artist edg wealthi expat novelist return backwat hometown argentina he regard local hero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
s6566,Dark Crimes,R,detect cold murder case discov famou writer latest novel contain detail chillingli similar crime he investig,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s707,Elite Short Stories: Omar Ander Alexis,TV-MA,remiss ander set spend summer help alexi chemo partner go treatment,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
s3292,Put Your Head on My Shoulder,TV-14,cusp graduat account major search career wind live geniu physic student shake daili routin,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s116,Bright Star,PG,drama detail passion threeyear romanc romant poet john keat die tragic age 25 great love muse,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
